2015/Mar,2015/Abr,2015/Mai,2015/Jun,2015/Jul,2015/Ago,2015/Set,2015/Out,2015/Dez,2016/Fev,2016/Mar,2016/Abr,2016/Mai,2016/Set,2017/Jan,2017/Abr,2017/Mai,2017/Jun,2017/Jul,2017/Ago,2017/Out,2018/Abr,2018/Set,2018/Out,2018/Nov,2018/Dez,2019/Jan,2019/Fev,2019/Abr,2019/Mai,2019/Jun,2019/Out,2020/Mar,2020/Abr,2020/Mai,2020/Jun,2020/Jul,2020/Ago,Total
1,2,1,2,2,1,1,1,1,2,1,3,3,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,57
