
"Faixa Etária 1","2015/Mai","2015/Ago","2015/Nov","2016/Abr","2016/Mai","2017/Abr","2017/Mai","2017/Jul","2017/Ago","2017/Set","2018/Abr","2018/Mai","2018/Jul","2018/Ago","2018/Set","2018/Nov","2018/Dez","2019/Fev","2019/Mar","2019/Mai","2019/Out","2020/Fev","2020/Mar","2020/Abr","2020/Mai","2020/Jul","2020/Ago","Total"
"1 a 4 anos",1,1,2,1,2,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,4,1,1,1,2,39
